customer_id,customer_type,age_group,income_range,visit_frequency,avg_spend_customer,price_sensitivity_score,time_slot,day_of_week,is_weekend,total_orders_hour,demand_level,items_ordered,order_value,discount_applied,final_price,discount_purchase_intent,peak_price_tolerance,time_flexibility
1479,Regular,25-34,25k-50k,4,494,2,Evening,Friday,0,16,Low,Fries,386,26,285.64,Maybe,Maybe,1
1480,Budget,18-24,25k-50k,2,394,5,Afternoon,Saturday,1,32,Medium,"Sandwich,Fries",605,15,514.25,Definitely,No,1
1481,Regular,25-34,50k-100k,3,405,4,Evening,Sunday,1,52,High,Fries,586,9,533.26,Definitely,No,1
1482,Premium,35-44,100k+,9,1054,1,Evening,Thursday,0,8,Low,"Fries,Pizza",486,28,349.92,No,Yes,0
1483,Budget,35-44,25k-50k,3,349,5,Evening,Monday,0,17,Low,Burger,475,29,337.25,Definitely,No,1
1484,Budget,18-24,<25k,1,342,5,Afternoon,Sunday,1,27,Medium,Pizza,308,11,274.12,Definitely,No,1
1485,Premium,35-44,100k+,6,910,2,Night,Tuesday,0,11,Low,"Fries,Burger",355,24,269.8,Maybe,Maybe,0
1486,Regular,25-34,50k-100k,4,609,4,Evening,Sunday,1,79,High,"Coke,Burger,Pizza",212,6,199.28,Definitely,No,1
1487,Regular,25-34,25k-50k,4,668,3,Evening,Wednesday,0,18,Low,Coke,666,35,432.9,Maybe,Maybe,0
1488,Regular,35-44,25k-50k,3,783,3,Morning,Tuesday,0,5,Low,"Coke,Sandwich,Pasta",566,39,345.26,Maybe,Maybe,0
1489,Budget,25-34,<25k,1,231,4,Morning,Monday,0,5,Low,"Fries,Burger,Sandwich",271,32,184.28,Definitely,No,1
1490,Premium,35-44,100k+,6,938,1,Evening,Friday,0,19,Low,"Coke,Pizza,Fries",680,36,435.2,No,Yes,0
1491,Budget,18-24,<25k,3,255,4,Evening,Tuesday,0,6,Low,"Fries,Coke",692,25,519.0,Definitely,No,1
1492,Premium,18-24,100k+,5,1026,2,Evening,Thursday,0,12,Low,"Sandwich,Burger,Coke",314,36,200.96,Maybe,Maybe,0
1493,Budget,35-44,25k-50k,3,216,4,Evening,Thursday,0,12,Low,Fries,227,25,170.25,Definitely,No,1
1494,Premium,35-44,50k-100k,8,1379,1,Evening,Friday,0,5,Low,Sandwich,257,30,179.9,No,Yes,0
1495,Regular,18-24,50k-100k,6,646,2,Evening,Sunday,1,68,High,"Coke,Pizza,Fries",554,9,504.14,Maybe,Maybe,1
1496,Budget,18-24,25k-50k,2,247,4,Night,Sunday,1,19,Low,"Coke,Pasta",671,31,462.99,Definitely,No,1
1497,Budget,35-44,25k-50k,1,310,5,Afternoon,Wednesday,0,31,Medium,"Burger,Fries",574,17,476.42,Definitely,No,1
1498,Premium,25-34,50k-100k,7,1049,1,Morning,Thursday,0,10,Low,Coke,272,29,193.12,No,Yes,0
1499,Regular,35-44,50k-100k,5,551,3,Night,Wednesday,0,14,Low,"Sandwich,Burger",470,35,305.5,Maybe,Maybe,0
1500,Regular,25-34,25k-50k,5,561,2,Night,Saturday,1,6,Low,"Fries,Burger",670,39,408.7,Maybe,Maybe,1
1501,Budget,18-24,25k-50k,2,288,4,Evening,Friday,0,7,Low,"Pizza,Pasta,Sandwich",632,39,385.52,Definitely,No,1
1502,Premium,18-24,50k-100k,5,1093,2,Evening,Thursday,0,14,Low,"Fries,Pizza,Pasta",501,33,335.67,Maybe,Maybe,1
1503,Regular,25-34,50k-100k,3,469,2,Night,Friday,0,16,Low,Pasta,290,34,191.4,Maybe,Maybe,0
1504,Premium,25-34,100k+,7,1351,1,Evening,Friday,0,13,Low,"Coke,Fries",702,39,428.22,No,Yes,0
1505,Budget,25-34,25k-50k,1,380,4,Evening,Thursday,0,12,Low,Fries,396,32,269.28,Definitely,No,1
1506,Budget,18-24,25k-50k,3,229,5,Night,Monday,0,16,Low,Sandwich,644,31,444.36,Definitely,No,1
1507,Budget,25-34,25k-50k,1,302,5,Night,Saturday,1,9,Low,"Coke,Pizza,Sandwich",446,34,294.36,Definitely,No,1
1508,Budget,18-24,<25k,3,221,5,Afternoon,Wednesday,0,34,Medium,"Pasta,Fries",390,10,351.0,Definitely,No,1
1509,Regular,35-44,50k-100k,3,421,2,Evening,Monday,0,17,Low,"Fries,Sandwich",728,35,473.2,Maybe,Maybe,1
1510,Regular,25-34,25k-50k,3,477,2,Night,Friday,0,7,Low,"Fries,Coke",438,33,293.46,Maybe,Maybe,1
1511,Budget,18-24,<25k,3,212,5,Evening,Tuesday,0,9,Low,"Pasta,Burger,Sandwich",259,22,202.02,Definitely,No,1
1512,Budget,18-24,25k-50k,3,361,5,Morning,Tuesday,0,9,Low,"Sandwich,Coke,Pizza",589,39,359.29,Definitely,No,1
1513,Budget,25-34,25k-50k,1,213,5,Night,Saturday,1,11,Low,"Coke,Fries,Burger",598,31,412.62,Definitely,No,1
1514,Regular,35-44,25k-50k,3,499,4,Evening,Monday,0,14,Low,"Pasta,Burger,Sandwich",243,35,157.95,Definitely,No,1
1515,Premium,18-24,50k-100k,7,849,1,Afternoon,Thursday,0,23,Medium,"Burger,Coke",327,15,277.95,No,Yes,0
1516,Regular,35-44,50k-100k,4,723,4,Evening,Thursday,0,16,Low,Pasta,389,35,252.85,Definitely,No,1
1517,Budget,18-24,25k-50k,2,230,5,Morning,Monday,0,12,Low,"Fries,Pasta",370,34,244.2,Definitely,No,1
1518,Budget,25-34,<25k,3,307,4,Night,Monday,0,14,Low,Pizza,657,35,427.05,Definitely,No,1
1519,Budget,18-24,25k-50k,1,366,4,Evening,Saturday,1,60,High,"Pasta,Coke,Fries",652,6,612.88,Definitely,No,1
1520,Budget,18-24,25k-50k,2,307,5,Evening,Sunday,1,72,High,Pizza,487,5,462.65,Definitely,No,1
1521,Regular,18-24,25k-50k,3,601,3,Evening,Sunday,1,65,High,"Pizza,Fries,Coke",646,7,600.78,Maybe,Maybe,0
1522,Budget,18-24,<25k,3,395,4,Afternoon,Wednesday,0,38,Medium,Sandwich,615,14,528.9,Definitely,No,1
1523,Regular,25-34,50k-100k,3,549,4,Evening,Monday,0,15,Low,"Pizza,Fries,Coke",714,32,485.52,Definitely,No,1
1524,Premium,25-34,100k+,5,1329,1,Afternoon,Monday,0,28,Medium,"Pizza,Pasta",282,18,231.24,No,Yes,0
1525,Premium,35-44,50k-100k,5,1036,1,Evening,Friday,0,19,Low,"Burger,Pizza",689,29,489.19,No,Yes,0
1526,Budget,35-44,25k-50k,3,368,5,Morning,Monday,0,7,Low,Coke,247,39,150.67,Definitely,No,1
1527,Budget,35-44,<25k,1,348,4,Night,Tuesday,0,11,Low,Burger,647,36,414.08,Definitely,No,1
1528,Budget,18-24,25k-50k,2,253,5,Afternoon,Friday,0,35,Medium,"Pizza,Sandwich",729,10,656.1,Definitely,No,1
1529,Premium,25-34,50k-100k,5,1163,2,Evening,Friday,0,19,Low,"Coke,Pizza,Fries",275,35,178.75,Maybe,Maybe,1
1530,Budget,25-34,25k-50k,2,258,4,Evening,Wednesday,0,19,Low,"Pasta,Burger,Coke",462,27,337.26,Definitely,No,1
1531,Budget,35-44,<25k,1,242,5,Night,Saturday,1,17,Low,"Pasta,Coke",575,36,368.0,Definitely,No,1
1532,Budget,25-34,25k-50k,2,292,4,Evening,Sunday,1,54,High,Pasta,599,6,563.06,Definitely,No,1
1533,Budget,18-24,<25k,1,228,4,Evening,Friday,0,8,Low,Burger,635,34,419.1,Definitely,No,1
1534,Budget,18-24,25k-50k,3,254,4,Afternoon,Tuesday,0,39,Medium,"Burger,Fries",363,18,297.66,Definitely,No,1
1535,Regular,18-24,50k-100k,4,755,3,Evening,Saturday,1,68,High,"Sandwich,Pasta,Burger",626,6,588.44,Maybe,Maybe,1
1536,Regular,35-44,25k-50k,6,728,3,Afternoon,Wednesday,0,38,Medium,Sandwich,315,15,267.75,Maybe,Maybe,1
1537,Regular,25-34,25k-50k,4,404,2,Afternoon,Tuesday,0,30,Medium,Burger,499,14,429.14,Maybe,Maybe,1
1538,Budget,25-34,25k-50k,3,334,4,Afternoon,Sunday,1,29,Medium,"Coke,Fries",640,12,563.2,Definitely,No,1
1539,Regular,35-44,25k-50k,3,687,4,Evening,Friday,0,8,Low,Pizza,329,29,233.59,Definitely,No,1
1540,Regular,25-34,50k-100k,5,644,2,Evening,Tuesday,0,12,Low,"Coke,Fries",540,20,432.0,Maybe,Maybe,0
1541,Regular,25-34,50k-100k,6,494,4,Evening,Monday,0,15,Low,"Pasta,Sandwich",758,20,606.4,Definitely,No,1
1542,Budget,25-34,25k-50k,2,223,4,Evening,Thursday,0,7,Low,"Pasta,Fries,Sandwich",495,30,346.5,Definitely,No,1
1543,Budget,35-44,<25k,3,226,4,Evening,Monday,0,6,Low,Sandwich,515,36,329.6,Definitely,No,1
1544,Budget,18-24,25k-50k,1,209,5,Evening,Tuesday,0,12,Low,"Sandwich,Pasta,Coke",560,20,448.0,Definitely,No,1
1545,Regular,25-34,25k-50k,6,636,2,Evening,Sunday,1,69,High,"Burger,Pizza",482,1,477.18,Maybe,Maybe,0
1546,Regular,18-24,50k-100k,4,411,3,Evening,Wednesday,0,16,Low,Coke,704,28,506.88,Maybe,Maybe,1
1547,Budget,25-34,25k-50k,1,378,4,Evening,Sunday,1,73,High,"Burger,Coke",585,5,555.75,Definitely,No,1
1548,Regular,18-24,50k-100k,5,411,3,Evening,Monday,0,8,Low,"Burger,Coke,Sandwich",327,26,241.98,Maybe,Maybe,1
1549,Premium,25-34,100k+,8,1484,2,Afternoon,Friday,0,33,Medium,"Pasta,Pizza",295,13,256.65,Maybe,Maybe,1
1550,Regular,25-34,50k-100k,5,550,3,Morning,Monday,0,15,Low,"Pizza,Burger,Fries",651,35,423.15,Maybe,Maybe,0
1551,Budget,35-44,<25k,3,397,5,Evening,Thursday,0,5,Low,Sandwich,798,32,542.64,Definitely,No,1
1552,Regular,35-44,25k-50k,6,568,3,Evening,Saturday,1,61,High,"Coke,Pizza,Burger",308,1,304.92,Maybe,Maybe,0
1553,Premium,35-44,50k-100k,7,1044,2,Evening,Thursday,0,5,Low,"Sandwich,Burger",389,38,241.18,Maybe,Maybe,1
1554,Regular,35-44,50k-100k,6,690,2,Night,Wednesday,0,17,Low,"Fries,Pasta",608,25,456.0,Maybe,Maybe,0
1555,Budget,18-24,25k-50k,3,288,4,Evening,Monday,0,5,Low,"Pasta,Coke,Fries",786,39,479.46,Definitely,No,1
1556,Premium,35-44,100k+,9,853,2,Night,Saturday,1,7,Low,"Fries,Sandwich,Pasta",392,39,239.12,Maybe,Maybe,1
1557,Budget,18-24,<25k,1,393,4,Evening,Thursday,0,10,Low,"Pasta,Burger",228,27,166.44,Definitely,No,1
1558,Regular,35-44,25k-50k,3,763,4,Evening,Wednesday,0,17,Low,"Pizza,Fries",272,39,165.92,Definitely,No,1
1559,Premium,35-44,50k-100k,7,1484,2,Evening,Thursday,0,17,Low,"Sandwich,Burger,Coke",242,39,147.62,Maybe,Maybe,0
1560,Budget,25-34,25k-50k,2,314,5,Evening,Friday,0,15,Low,"Coke,Pasta,Pizza",336,32,228.48,Definitely,No,1
1561,Budget,35-44,<25k,3,211,5,Evening,Friday,0,11,Low,"Coke,Pizza,Fries",241,33,161.47,Definitely,No,1
1562,Premium,35-44,100k+,7,1247,2,Evening,Friday,0,8,Low,"Burger,Sandwich",419,25,314.25,Maybe,Maybe,0
1563,Premium,35-44,100k+,8,1175,2,Morning,Saturday,1,11,Low,Pizza,762,23,586.74,Maybe,Maybe,0
1564,Premium,18-24,100k+,9,1400,1,Night,Friday,0,10,Low,Coke,459,39,279.99,No,Yes,0
1565,Budget,25-34,<25k,2,210,4,Evening,Sunday,1,58,High,Sandwich,628,6,590.32,Definitely,No,1
1566,Budget,35-44,25k-50k,1,225,4,Night,Tuesday,0,17,Low,"Coke,Burger,Pasta",363,38,225.06,Definitely,No,1
1567,Budget,18-24,<25k,3,357,5,Night,Sunday,1,17,Low,Coke,416,34,274.56,Definitely,No,1
1568,Regular,35-44,50k-100k,3,463,4,Evening,Wednesday,0,14,Low,Pasta,519,25,389.25,Definitely,No,1
1569,Premium,25-34,100k+,5,968,1,Afternoon,Sunday,1,26,Medium,"Sandwich,Pizza",712,11,633.68,No,Yes,0
1570,Budget,18-24,25k-50k,3,203,5,Evening,Wednesday,0,18,Low,"Burger,Sandwich",656,37,413.28,Definitely,No,1
1571,Budget,35-44,25k-50k,2,322,4,Evening,Thursday,0,18,Low,"Burger,Pizza,Sandwich",355,37,223.65,Definitely,No,1
1572,Budget,35-44,25k-50k,3,386,4,Evening,Monday,0,9,Low,"Coke,Pasta",750,36,480.0,Definitely,No,1
1573,Premium,35-44,100k+,5,1443,2,Afternoon,Friday,0,30,Medium,"Pizza,Fries,Coke",467,11,415.63,Maybe,Maybe,1
1574,Premium,18-24,100k+,9,1056,2,Evening,Sunday,1,75,High,"Pasta,Sandwich",589,6,553.66,Maybe,Maybe,1
1575,Regular,35-44,50k-100k,3,494,3,Night,Wednesday,0,18,Low,"Pasta,Burger",428,29,303.88,Maybe,Maybe,0
1576,Regular,35-44,50k-100k,3,645,4,Morning,Wednesday,0,11,Low,Pizza,316,20,252.8,Definitely,No,1
1577,Regular,18-24,50k-100k,6,673,4,Evening,Thursday,0,15,Low,Fries,621,37,391.23,Definitely,No,1
1578,Budget,35-44,<25k,3,321,5,Evening,Tuesday,0,15,Low,"Coke,Fries",395,37,248.85,Definitely,No,1
1579,Budget,25-34,<25k,2,371,5,Night,Monday,0,14,Low,"Pizza,Fries",611,35,397.15,Definitely,No,1
1580,Regular,18-24,25k-50k,3,549,4,Morning,Thursday,0,11,Low,"Coke,Sandwich,Pizza",753,24,572.28,Definitely,No,1
1581,Budget,35-44,<25k,3,321,5,Morning,Sunday,1,17,Low,"Burger,Coke,Fries",586,34,386.76,Definitely,No,1
1582,Budget,35-44,25k-50k,3,205,4,Evening,Tuesday,0,10,Low,"Pizza,Coke,Burger",548,32,372.64,Definitely,No,1
1583,Regular,25-34,50k-100k,6,574,4,Evening,Monday,0,9,Low,"Sandwich,Pizza,Fries",756,22,589.68,Definitely,No,1
1584,Regular,35-44,50k-100k,6,408,2,Evening,Tuesday,0,17,Low,Pasta,425,26,314.5,Maybe,Maybe,0
1585,Budget,18-24,25k-50k,1,209,4,Night,Monday,0,18,Low,"Fries,Burger,Pizza",568,27,414.64,Definitely,No,1
1586,Budget,18-24,25k-50k,2,311,4,Evening,Thursday,0,8,Low,"Pizza,Burger,Sandwich",333,30,233.1,Definitely,No,1
1587,Regular,25-34,25k-50k,4,540,2,Morning,Sunday,1,16,Low,"Burger,Sandwich,Fries",643,37,405.09,Maybe,Maybe,0
1588,Budget,35-44,25k-50k,3,336,4,Evening,Monday,0,8,Low,"Pasta,Pizza,Sandwich",267,20,213.6,Definitely,No,1
1589,Budget,35-44,25k-50k,2,335,5,Evening,Thursday,0,12,Low,"Pizza,Fries",686,35,445.9,Definitely,No,1
1590,Budget,18-24,<25k,2,281,4,Evening,Monday,0,6,Low,"Coke,Burger",569,29,403.99,Definitely,No,1
1591,Budget,18-24,25k-50k,2,310,4,Evening,Saturday,1,60,High,"Coke,Burger,Sandwich",234,2,229.32,Definitely,No,1
1592,Budget,25-34,25k-50k,2,244,5,Afternoon,Sunday,1,28,Medium,"Burger,Coke,Pasta",762,10,685.8,Definitely,No,1
1593,Regular,25-34,50k-100k,5,737,4,Night,Sunday,1,16,Low,"Pasta,Coke,Pizza",739,20,591.2,Definitely,No,1
1594,Premium,18-24,50k-100k,9,1209,2,Night,Wednesday,0,19,Low,"Coke,Pasta,Pizza",791,22,616.98,Maybe,Maybe,1
1595,Regular,25-34,50k-100k,4,415,4,Evening,Monday,0,7,Low,"Pasta,Fries,Pizza",757,32,514.76,Definitely,No,1
1596,Budget,25-34,<25k,1,225,4,Night,Friday,0,13,Low,"Pasta,Fries",264,28,190.08,Definitely,No,1
1597,Budget,35-44,<25k,3,306,5,Evening,Thursday,0,18,Low,Sandwich,690,32,469.2,Definitely,No,1
1598,Budget,18-24,<25k,1,302,4,Evening,Saturday,1,62,High,"Pasta,Sandwich",287,1,284.13,Definitely,No,1
1599,Regular,25-34,50k-100k,5,449,4,Morning,Monday,0,15,Low,Burger,546,25,409.5,Definitely,No,1
1600,Regular,35-44,25k-50k,3,489,2,Evening,Tuesday,0,17,Low,"Pizza,Fries,Sandwich",542,32,368.56,Maybe,Maybe,0
1601,Budget,18-24,25k-50k,1,393,4,Afternoon,Sunday,1,37,Medium,"Pizza,Pasta,Sandwich",333,18,273.06,Definitely,No,1
1602,Premium,25-34,50k-100k,9,874,2,Evening,Wednesday,0,12,Low,"Burger,Pizza,Coke",554,22,432.12,Maybe,Maybe,0
1603,Budget,18-24,<25k,1,287,5,Evening,Wednesday,0,18,Low,"Fries,Burger,Sandwich",352,20,281.6,Definitely,No,1
1604,Budget,35-44,25k-50k,2,288,5,Evening,Tuesday,0,17,Low,Coke,224,38,138.88,Definitely,No,1
1605,Regular,18-24,25k-50k,4,735,2,Afternoon,Monday,0,37,Medium,"Coke,Burger",244,11,217.16,Maybe,Maybe,0
1606,Regular,18-24,50k-100k,6,438,3,Evening,Sunday,1,59,High,Burger,473,8,435.16,Maybe,Maybe,1
1607,Budget,18-24,25k-50k,3,214,4,Evening,Tuesday,0,12,Low,"Burger,Pasta",336,28,241.92,Definitely,No,1
1608,Budget,35-44,<25k,3,320,5,Night,Tuesday,0,11,Low,"Fries,Sandwich,Coke",278,24,211.28,Definitely,No,1
1609,Regular,18-24,50k-100k,6,508,2,Evening,Friday,0,19,Low,"Burger,Sandwich,Pizza",266,28,191.52,Maybe,Maybe,1
1610,Budget,18-24,25k-50k,2,316,5,Morning,Friday,0,9,Low,Fries,363,29,257.73,Definitely,No,1
1611,Regular,25-34,50k-100k,6,472,2,Evening,Wednesday,0,6,Low,"Pasta,Fries,Burger",686,26,507.64,Maybe,Maybe,1
1612,Budget,25-34,<25k,3,396,5,Evening,Wednesday,0,13,Low,"Burger,Fries",382,37,240.66,Definitely,No,1
1613,Budget,18-24,25k-50k,2,302,4,Evening,Wednesday,0,11,Low,"Sandwich,Pizza",298,25,223.5,Definitely,No,1
1614,Regular,35-44,50k-100k,4,714,2,Morning,Thursday,0,18,Low,"Coke,Sandwich,Burger",343,34,226.38,Maybe,Maybe,1
1615,Premium,35-44,50k-100k,5,1291,2,Night,Wednesday,0,11,Low,Sandwich,666,33,446.22,Maybe,Maybe,0
1616,Premium,35-44,50k-100k,5,943,2,Evening,Sunday,1,57,High,"Fries,Pasta,Coke",791,2,775.18,Maybe,Maybe,1
1617,Premium,35-44,100k+,9,806,1,Night,Thursday,0,6,Low,Sandwich,717,23,552.09,No,Yes,0
1618,Regular,18-24,25k-50k,4,736,3,Evening,Tuesday,0,15,Low,"Pizza,Burger",681,38,422.22,Maybe,Maybe,1
1619,Budget,18-24,<25k,2,378,5,Night,Tuesday,0,9,Low,"Burger,Pasta,Sandwich",421,26,311.54,Definitely,No,1
1620,Premium,25-34,50k-100k,7,1126,2,Afternoon,Friday,0,20,Medium,Pizza,234,17,194.22,Maybe,Maybe,1
1621,Premium,35-44,100k+,7,800,1,Evening,Friday,0,10,Low,Fries,371,26,274.54,No,Yes,0
1622,Budget,25-34,<25k,1,360,4,Afternoon,Tuesday,0,23,Medium,Pasta,582,14,500.52,Definitely,No,1
1623,Regular,35-44,50k-100k,6,574,2,Afternoon,Thursday,0,39,Medium,"Sandwich,Coke",223,10,200.7,Maybe,Maybe,1
1624,Budget,25-34,25k-50k,2,278,5,Morning,Monday,0,15,Low,Fries,761,34,502.26,Definitely,No,1
1625,Regular,35-44,50k-100k,4,446,4,Night,Sunday,1,6,Low,"Burger,Pizza,Fries",551,27,402.23,Definitely,No,1
1626,Regular,18-24,50k-100k,3,400,3,Morning,Friday,0,19,Low,"Pizza,Coke",548,31,378.12,Maybe,Maybe,1
1627,Regular,18-24,50k-100k,5,591,4,Evening,Sunday,1,55,High,"Pizza,Burger,Coke",546,7,507.78,Definitely,No,1
1628,Budget,25-34,<25k,1,255,4,Evening,Thursday,0,8,Low,Pizza,684,22,533.52,Definitely,No,1
1629,Premium,18-24,100k+,7,1072,2,Afternoon,Monday,0,21,Medium,"Fries,Coke,Sandwich",681,13,592.47,Maybe,Maybe,0
1630,Regular,18-24,25k-50k,3,468,4,Night,Thursday,0,7,Low,Sandwich,364,28,262.08,Definitely,No,1
1631,Budget,18-24,<25k,2,208,5,Evening,Tuesday,0,10,Low,"Pasta,Coke",638,21,504.02,Definitely,No,1
1632,Regular,18-24,25k-50k,4,726,3,Night,Wednesday,0,5,Low,"Pasta,Pizza,Burger",331,20,264.8,Maybe,Maybe,1
1633,Regular,35-44,50k-100k,5,431,4,Evening,Sunday,1,59,High,Sandwich,638,8,586.96,Definitely,No,1
1634,Budget,25-34,25k-50k,3,313,5,Afternoon,Sunday,1,36,Medium,"Burger,Pizza,Coke",217,17,180.11,Definitely,No,1
1635,Regular,35-44,25k-50k,5,588,2,Evening,Tuesday,0,19,Low,"Pasta,Sandwich,Pizza",381,37,240.03,Maybe,Maybe,0
1636,Budget,25-34,25k-50k,3,270,5,Evening,Wednesday,0,14,Low,Coke,495,26,366.3,Definitely,No,1
1637,Budget,25-34,25k-50k,1,251,4,Night,Tuesday,0,17,Low,"Fries,Burger,Sandwich",720,33,482.4,Definitely,No,1
1638,Budget,35-44,25k-50k,3,397,5,Evening,Sunday,1,73,High,"Pizza,Pasta,Sandwich",264,5,250.8,Definitely,No,1
1639,Premium,35-44,50k-100k,7,1496,2,Afternoon,Wednesday,0,22,Medium,"Burger,Pizza",411,15,349.35,Maybe,Maybe,0
1640,Premium,25-34,50k-100k,6,1342,1,Evening,Thursday,0,6,Low,"Fries,Pasta,Burger",493,36,315.52,No,Yes,0
1641,Budget,25-34,<25k,2,394,4,Evening,Tuesday,0,7,Low,"Sandwich,Pasta,Coke",681,31,469.89,Definitely,No,1
1642,Premium,18-24,50k-100k,9,1120,1,Night,Friday,0,15,Low,"Coke,Fries,Pizza",691,35,449.15,No,Yes,0
1643,Regular,18-24,50k-100k,6,473,3,Evening,Tuesday,0,5,Low,"Burger,Coke,Pizza",526,26,389.24,Maybe,Maybe,1
1644,Regular,18-24,50k-100k,6,605,3,Evening,Monday,0,11,Low,"Burger,Fries,Pasta",209,38,129.58,Maybe,Maybe,1
1645,Budget,25-34,<25k,2,231,4,Evening,Saturday,1,50,High,"Sandwich,Burger,Fries",700,5,665.0,Definitely,No,1
1646,Regular,25-34,25k-50k,3,496,3,Morning,Monday,0,14,Low,"Coke,Pizza,Fries",243,32,165.24,Maybe,Maybe,0
1647,Premium,18-24,50k-100k,7,984,1,Evening,Thursday,0,6,Low,"Pasta,Fries",798,20,638.4,No,Yes,0
1648,Regular,18-24,50k-100k,4,434,3,Evening,Wednesday,0,11,Low,Pizza,368,21,290.72,Maybe,Maybe,0
1649,Regular,25-34,25k-50k,6,686,4,Night,Tuesday,0,11,Low,"Coke,Fries,Sandwich",200,28,144.0,Definitely,No,1
1650,Regular,35-44,50k-100k,4,470,3,Night,Saturday,1,18,Low,"Burger,Coke,Pizza",325,23,250.25,Maybe,Maybe,0
1651,Budget,35-44,<25k,3,369,5,Evening,Wednesday,0,16,Low,"Sandwich,Pizza",752,35,488.8,Definitely,No,1
1652,Regular,18-24,50k-100k,6,586,4,Night,Saturday,1,6,Low,"Coke,Pizza,Sandwich",313,23,241.01,Definitely,No,1
1653,Premium,35-44,50k-100k,8,1311,1,Evening,Thursday,0,5,Low,"Sandwich,Fries",273,30,191.1,No,Yes,0
1654,Regular,18-24,50k-100k,4,440,4,Morning,Tuesday,0,12,Low,Pasta,319,33,213.73,Definitely,No,1
1655,Regular,18-24,50k-100k,4,751,2,Evening,Wednesday,0,18,Low,"Fries,Pizza,Burger",536,28,385.92,Maybe,Maybe,1
1656,Budget,25-34,25k-50k,2,284,5,Evening,Tuesday,0,11,Low,Fries,473,29,335.83,Definitely,No,1
1657,Regular,18-24,50k-100k,4,416,2,Evening,Wednesday,0,5,Low,"Fries,Sandwich,Pasta",603,23,464.31,Maybe,Maybe,1
1658,Regular,18-24,25k-50k,3,478,4,Evening,Saturday,1,77,High,Coke,446,4,428.16,Definitely,No,1
1659,Regular,18-24,50k-100k,4,553,3,Afternoon,Monday,0,36,Medium,Sandwich,330,11,293.7,Maybe,Maybe,1
1660,Budget,18-24,25k-50k,1,275,4,Night,Sunday,1,19,Low,"Pizza,Burger",248,22,193.44,Definitely,No,1
1661,Premium,18-24,50k-100k,8,1207,2,Night,Thursday,0,18,Low,Pizza,736,20,588.8,Maybe,Maybe,0
1662,Regular,18-24,50k-100k,5,747,3,Evening,Tuesday,0,8,Low,"Fries,Pizza",432,35,280.8,Maybe,Maybe,0
1663,Budget,25-34,25k-50k,3,360,5,Evening,Thursday,0,17,Low,"Sandwich,Pizza",774,39,472.14,Definitely,No,1
1664,Budget,25-34,25k-50k,3,201,4,Evening,Friday,0,18,Low,"Coke,Pizza",339,36,216.96,Definitely,No,1
1665,Premium,25-34,50k-100k,6,1081,1,Evening,Sunday,1,65,High,"Burger,Pizza,Pasta",777,3,753.69,No,Yes,0
1666,Budget,18-24,<25k,3,280,4,Night,Wednesday,0,16,Low,Sandwich,795,21,628.05,Definitely,No,1
1667,Premium,35-44,100k+,8,1121,1,Night,Wednesday,0,18,Low,"Fries,Coke,Burger",538,35,349.7,No,Yes,0
1668,Budget,25-34,<25k,1,391,5,Afternoon,Sunday,1,37,Medium,"Pasta,Coke,Fries",322,13,280.14,Definitely,No,1
1669,Regular,35-44,25k-50k,6,447,4,Evening,Thursday,0,8,Low,Fries,556,30,389.2,Definitely,No,1
1670,Regular,35-44,25k-50k,5,591,2,Night,Sunday,1,9,Low,"Fries,Pizza",470,24,357.2,Maybe,Maybe,0
1671,Budget,25-34,25k-50k,1,271,4,Evening,Saturday,1,60,High,"Fries,Coke,Pasta",671,5,637.45,Definitely,No,1
1672,Regular,35-44,25k-50k,4,665,3,Night,Wednesday,0,16,Low,"Pizza,Coke",368,33,246.56,Maybe,Maybe,1
1673,Premium,35-44,50k-100k,7,1315,1,Afternoon,Friday,0,21,Medium,"Fries,Burger",284,19,230.04,No,Yes,0
1674,Regular,18-24,50k-100k,5,529,3,Afternoon,Friday,0,29,Medium,"Pizza,Coke",591,11,525.99,Maybe,Maybe,1
1675,Budget,18-24,<25k,3,339,4,Evening,Friday,0,12,Low,"Pasta,Burger",508,30,355.6,Definitely,No,1
1676,Regular,25-34,25k-50k,6,652,2,Evening,Tuesday,0,10,Low,"Fries,Coke",435,37,274.05,Maybe,Maybe,0
1677,Budget,35-44,<25k,3,336,5,Evening,Sunday,1,55,High,"Sandwich,Pasta",445,5,422.75,Definitely,No,1
1678,Premium,25-34,100k+,6,1189,2,Evening,Friday,0,6,Low,"Sandwich,Pizza",762,25,571.5,Maybe,Maybe,1
1679,Budget,25-34,25k-50k,1,256,4,Afternoon,Tuesday,0,20,Medium,Fries,551,11,490.39,Definitely,No,1
1680,Premium,25-34,100k+,5,979,1,Evening,Thursday,0,14,Low,"Sandwich,Coke",256,30,179.2,No,Yes,0
1681,Budget,18-24,25k-50k,3,263,4,Evening,Sunday,1,50,High,"Sandwich,Burger",457,4,438.72,Definitely,No,1
1682,Budget,25-34,<25k,3,378,4,Evening,Monday,0,10,Low,"Fries,Coke",287,37,180.81,Definitely,No,1
1683,Regular,25-34,50k-100k,5,576,2,Night,Saturday,1,14,Low,"Sandwich,Pizza",724,23,557.48,Maybe,Maybe,0
1684,Regular,35-44,50k-100k,4,628,3,Afternoon,Sunday,1,35,Medium,"Fries,Pizza,Pasta",745,10,670.5,Maybe,Maybe,1
